Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
121	5082	1	42	0.997577826360784	120.70691698965486	41.89826870715293	5069.690513565504	121	5082	1	42	0.997577826360784	120.70691698965486	41.89826870715293	5069.690513565504	arp
124	5208	1	42	0.9978934886578139	123.73879259356893	41.91152652362818	5197.029288929895	124	5208	1	42	0.9978934886578139	123.73879259356893	41.91152652362818	5197.029288929895	arp
122	5124	1	42	0.9972457659357549	121.66398344416208	41.884322169301704	5109.887304654808	122	5124	1	42	0.9972457659357549	121.66398344416208	41.884322169301704	5109.887304654808	arp
125	5250	1	42	0.9971013886376241	124.63767357970302	41.87825832278021	5234.782290347527	125	5250	1	42	0.9971013886376241	124.63767357970302	41.87825832278021	5234.782290347527	arp
123	5166	1	42	0.9943736848144492	122.30796323217724	41.76369476220687	5136.934455751444	123	5166	1	42	0.9943736848144492	122.30796323217724	41.76369476220687	5136.934455751444	arp
126	5292	1	42	0.9942136408835391	125.27091875132594	41.75697291710865	5261.37858755569	126	5292	1	42	0.9942136408835391	125.27091875132594	41.75697291710865	5261.37858755569	arp
124	5208	1	42	0.9992657334826961	123.90895095185432	41.96916080627324	5204.175939977881	124	5208	1	42	0.9992657334826961	123.90895095185432	41.96916080627324	5204.175939977881	arp
127	5334	1	42	0.9992785893515214	126.90838084764322	41.9697007527639	5330.151995601015	127	5334	1	42	0.9992785893515214	126.90838084764322	41.9697007527639	5330.151995601015	arp
125	5250	1	42	0.9976055871377668	124.70069839222086	41.89943465978621	5237.429332473276	125	5250	1	42	0.9976055871377668	124.70069839222086	41.89943465978621	5237.429332473276	arp
128	5376	1	42	0.9976924385199352	127.7046321305517	41.903082417837275	5363.594549483171	128	5376	1	42	0.9976924385199352	127.7046321305517	41.903082417837275	5363.594549483171	arp
126	5292	1	42	0.9975431868742916	125.69044154616074	41.89681384872024	5278.998544938751	126	5292	1	42	0.9975431868742916	125.69044154616074	41.89681384872024	5278.998544938751	arp
129	5418	1	42	0.9974981116926653	128.67725640835383	41.89492069109195	5404.444769150861	129	5418	1	42	0.9974981116926653	128.67725640835383	41.89492069109195	5404.444769150861	arp
127	5334	1	42	0.9969551573834224	126.61330498769465	41.872116610103745	5317.758809483175	127	5334	1	42	0.9969551573834224	126.61330498769465	41.872116610103745	5317.758809483175	arp
130	5460	1	42	0.9967814894410372	129.58159362733483	41.86482255652356	5442.426932348063	130	5460	1	42	0.9967814894410372	129.58159362733483	41.86482255652356	5442.426932348063	arp
128	5376	1	42	0.9986319210485589	127.82488589421554	41.94254068403948	5368.645207557053	128	5376	1	42	0.9986319210485589	127.82488589421554	41.94254068403948	5368.645207557053	arp
131	5502	1	42	0.9988252627798812	130.84610942416444	41.95066103675501	5495.536595814906	131	5502	1	42	0.9988252627798812	130.84610942416444	41.95066103675501	5495.536595814906	arp
129	5418	1	42	0.997308366130686	128.6527792308585	41.88695137748881	5403.416727696056	129	5418	1	42	0.997308366130686	128.6527792308585	41.88695137748881	5403.416727696056	arp
132	5544	1	42	0.9974964511058827	131.66953154597653	41.89485094644707	5530.120324931014	132	5544	1	42	0.9974964511058827	131.66953154597653	41.89485094644707	5530.120324931014	arp
130	5460	1	42	0.9960604555850743	129.48785922605964	41.83453913457312	5438.490087494505	130	5460	1	42	0.9960604555850743	129.48785922605964	41.83453913457312	5438.490087494505	arp
133	5586	1	42	0.9958778772765641	132.451757677783	41.82687084561569	5562.973822466886	133	5586	1	42	0.9958778772765641	132.451757677783	41.82687084561569	5562.973822466886	arp
131	5502	1	42	0.9970148771221875	130.60894890300656	41.874624839131876	5485.575853926276	131	5502	1	42	0.9970148771221875	130.60894890300656	41.874624839131876	5485.575853926276	arp
134	5628	1	42	0.9971175075105273	133.61374600641065	41.87893531544215	5611.777332269248	134	5628	1	42	0.9971175075105273	133.61374600641065	41.87893531544215	5611.777332269248	arp
132	5544	1	42	0.9984705035721181	131.7981064715196	41.93576115002896	5535.520471803823	132	5544	1	42	0.9984705035721181	131.7981064715196	41.93576115002896	5535.520471803823	arp
135	5670	1	42	0.9983557125896051	134.77802119959668	41.930939928763415	5660.676890383061	135	5670	1	42	0.9983557125896051	134.77802119959668	41.930939928763415	5660.676890383061	arp
133	5586	1	42	0.9963462824415603	132.51405556472753	41.84654386254554	5565.590333718556	133	5586	1	42	0.9963462824415603	132.51405556472753	41.84654386254554	5565.590333718556	arp
136	5712	1	42	0.9963164617128892	135.49903879295294	41.84529139194135	5690.959629304023	136	5712	1	42	0.9963164617128892	135.49903879295294	41.84529139194135	5690.959629304023	arp
134	5628	1	42	0.9961964868211854	133.49032923403885	41.84025244648979	5606.593827829632	134	5628	1	42	0.9961964868211854	133.49032923403885	41.84025244648979	5606.593827829632	arp
137	5754	1	42	0.9961967234296135	136.47895110985704	41.84026238404377	5732.115946613996	137	5754	1	42	0.9961967234296135	136.47895110985704	41.84026238404377	5732.115946613996	arp
135	5670	1	42	0.9961588675107357	134.48144711394932	41.8386724354509	5648.2207787858715	135	5670	1	42	0.9961588675107357	134.48144711394932	41.8386724354509	5648.2207787858715	arp
138	5796	1	42	0.9961706971763197	137.47155621033212	41.839169281405425	5773.805360833949	138	5796	1	42	0.9961706971763197	137.47155621033212	41.839169281405425	5773.805360833949	arp
136	5712	1	42	0.9962629782113553	135.49176503674434	41.84304508487693	5690.654131543262	136	5712	1	42	0.9962629782113553	135.49176503674434	41.84304508487693	5690.654131543262	arp
139	5838	1	42	0.9961943573503911	138.47101567170435	41.840163008716424	5815.782658211583	139	5838	1	42	0.9961943573503911	138.47101567170435	41.840163008716424	5815.782658211583	arp
137	5754	1	42	0.9968141808285697	136.56354277351403	41.866195594799926	5735.66879648759	137	5754	1	42	0.9968141808285697	136.56354277351403	41.866195594799926	5735.66879648759	arp
140	5880	1	42	0.9968570619137888	139.55998866793044	41.86799660037913	5861.519524053078	140	5880	1	42	0.9968570619137888	139.55998866793044	41.86799660037913	5861.519524053078	arp
138	5796	1	42	0.9965202722769336	137.51979757421685	41.85385143563121	5775.831498117108	138	5796	1	42	0.9965202722769336	137.51979757421685	41.85385143563121	5775.831498117108	arp
141	5922	1	42	0.9962005091797475	140.4642717943444	41.84042138554939	5899.499415362465	141	5922	1	42	0.9962005091797475	140.4642717943444	41.84042138554939	5899.499415362465	arp
139	5838	1	42	0.9957192398707035	138.4049743420278	41.82020807456955	5813.008922365168	139	5838	1	42	0.9957192398707035	138.4049743420278	41.82020807456955	5813.008922365168	arp
142	5964	1	42	0.9960368017709837	141.4372258514797	41.83354567438131	5940.363485762146	142	5964	1	42	0.9960368017709837	141.4372258514797	41.83354567438131	5940.363485762146	arp
140	5880	1	42	0.9970826629543839	139.59157281361374	41.87747184408412	5862.846058171776	140	5880	1	42	0.9970826629543839	139.59157281361374	41.87747184408412	5862.846058171776	arp
143	6006	1	42	0.997155910454567	142.59329519500307	41.880548239091816	5988.918398190129	143	6006	1	42	0.997155910454567	142.59329519500307	41.880548239091816	5988.918398190129	arp
141	5922	1	42	0.9977709974655504	140.6857106426426	41.90638189355312	5908.799846990989	141	5922	1	42	0.9977709974655504	140.6857106426426	41.90638189355312	5908.799846990989	arp
144	6048	1	42	0.9978517053367636	143.69064556849395	41.90977162414407	6035.007113876746	144	6048	1	42	0.9978517053367636	143.69064556849395	41.90977162414407	6035.007113876746	arp
142	5964	1	42	0.9956984387136717	141.3891782973414	41.81933442597421	5938.345488488339	142	5964	1	42	0.9956984387136717	141.3891782973414	41.81933442597421	5938.345488488339	arp
145	6090	1	42	0.9956372221693396	144.36739721455425	41.81676333111226	6063.430683011278	145	6090	1	42	0.9956372221693396	144.36739721455425	41.81676333111226	6063.430683011278	arp
143	6006	1	42	0.9953586519919257	142.33628723484537	41.80506338366088	5978.124063863505	143	6006	1	42	0.9953586519919257	142.33628723484537	41.80506338366088	5978.124063863505	arp
146	6132	1	42	0.9953199149696751	145.31670758557257	41.80343642872635	6103.301718594048	146	6132	1	42	0.9953199149696751	145.31670758557257	41.80343642872635	6103.301718594048	arp
144	6048	1	42	0.9954122746749541	143.33936755319337	41.80731553634807	6020.253437234122	144	6048	1	42	0.9954122746749541	143.33936755319337	41.80731553634807	6020.253437234122	arp
147	6174	1	42	0.9954746448864816	146.3347727983128	41.809935085232226	6146.060457529137	147	6174	1	42	0.9954746448864816	146.3347727983128	41.809935085232226	6146.060457529137	arp
145	6090	1	42	0.9993095400221386	144.8998833032101	41.97100068092982	6085.795098734824	145	6090	1	42	0.9993095400221386	144.8998833032101	41.97100068092982	6085.795098734824	arp
148	6216	1	42	0.9993352543450301	147.90161764306447	41.97208068249127	6211.867941008707	148	6216	1	42	0.9993352543450301	147.90161764306447	41.97208068249127	6211.867941008707	arp
146	6132	1	42	0.9983167419435918	145.7542443237644	41.929303161630855	6121.678261598105	146	6132	1	42	0.9983167419435918	145.7542443237644	41.929303161630855	6121.678261598105	arp
149	6258	1	42	0.9981924839221504	148.73068010440042	41.924084324730316	6246.688564384817	149	6258	1	42	0.9981924839221504	148.73068010440042	41.924084324730316	6246.688564384817	arp
147	6174	1	42	0.9981594645264988	146.72944128539532	41.92269751011295	6162.636533986603	147	6174	1	42	0.9981594645264988	146.72944128539532	41.92269751011295	6162.636533986603	arp
150	6300	1	42	0.9982727848054568	149.74091772081852	41.927456961829186	6289.118544274378	150	6300	1	42	0.9982727848054568	149.74091772081852	41.927456961829186	6289.118544274378	arp
148	6216	1	42	0.998551086922881	147.7855608645864	41.939145650761	6206.993556312628	148	6216	1	42	0.998551086922881	147.7855608645864	41.939145650761	6206.993556312628	arp
151	6342	1	42	0.9984555293382772	150.76678493007987	41.93513223220764	6332.204967063354	151	6342	1	42	0.9984555293382772	150.76678493007987	41.93513223220764	6332.204967063354	arp
149	6258	1	42	0.9989511059116281	148.84371478083258	41.95594644828838	6251.4360207949685	149	6258	1	42	0.9989511059116281	148.84371478083258	41.95594644828838	6251.4360207949685	arp
152	6384	1	42	0.9991267207721828	151.8672615573718	41.963322272431675	6378.424985409614	152	6384	1	42	0.9991267207721828	151.8672615573718	41.963322272431675	6378.424985409614	arp
150	6300	1	42	0.998538012043962	149.7807018065943	41.938596505846405	6290.789475876961	150	6300	1	42	0.998538012043962	149.7807018065943	41.938596505846405	6290.789475876961	arp
153	6426	1	42	0.9985701055398292	152.78122614759386	41.939944432672824	6416.811498198943	153	6426	1	42	0.9985701055398292	152.78122614759386	41.939944432672824	6416.811498198943	arp
151	6342	1	42	0.9965231134314642	150.4749901281511	41.8539707641215	6319.9495853823455	151	6342	1	42	0.9965231134314642	150.4749901281511	41.8539707641215	6319.9495853823455	arp
154	6468	1	42	0.9963533828781693	153.4384209632381	41.846842080883114	6444.413680455999	154	6468	1	42	0.9963533828781693	153.4384209632381	41.846842080883114	6444.413680455999	arp
152	6384	1	42	0.9971103961788288	151.56078021918196	41.87863663951081	6365.552769205643	152	6384	1	42	0.9971103961788288	151.56078021918196	41.87863663951081	6365.552769205643	arp
155	6510	1	42	0.9971680008825035	154.56104013678802	41.88105603706514	6491.563685745097	155	6510	1	42	0.9971680008825035	154.56104013678802	41.88105603706514	6491.563685745097	arp
153	6426	1	42	0.9980649318633288	152.7039345750893	41.91872713825981	6413.56525215375	153	6426	1	42	0.9980649318633288	152.7039345750893	41.91872713825981	6413.56525215375	arp
156	6552	1	42	0.9980597069619732	155.6973142860678	41.918507692402876	6539.287200014848	156	6552	1	42	0.9980597069619732	155.6973142860678	41.918507692402876	6539.287200014848	arp
154	6468	1	42	0.9988652246486066	153.8252445958854	41.95233943524148	6460.660273027188	154	6468	1	42	0.9988652246486066	153.8252445958854	41.95233943524148	6460.660273027188	arp
157	6594	1	42	0.9990001195664548	156.84301877193343	41.9580050217911	6587.406788421204	157	6594	1	42	0.9990001195664548	156.84301877193343	41.9580050217911	6587.406788421204	arp
155	6510	1	42	0.9971670526030497	154.5608931534727	41.88101620932809	6491.557512445854	155	6510	1	42	0.9971670526030497	154.5608931534727	41.88101620932809	6491.557512445854	arp
158	6636	1	42	0.9964376491192476	157.43714856084114	41.8503812630084	6612.360239555327	158	6636	1	42	0.9964376491192476	157.43714856084114	41.8503812630084	6612.360239555327	arp
156	6552	1	42	0.9989451579798001	155.83544464484882	41.955696635151604	6545.08867508365	156	6552	1	42	0.9989451579798001	155.83544464484882	41.955696635151604	6545.08867508365	arp
159	6678	1	42	0.9994393156267	158.9108511846453	41.976451256321404	6674.255749755102	159	6678	1	42	0.9994393156267	158.9108511846453	41.976451256321404	6674.255749755102	arp
157	6594	1	42	0.9980886821044296	156.69992309039543	41.919724648386044	6581.396769796608	157	6594	1	42	0.9980886821044296	156.69992309039543	41.919724648386044	6581.396769796608	arp
160	6720	1	42	0.9981264473152844	159.7002315704455	41.92131078724194	6707.4097259587115	160	6720	1	42	0.9981264473152844	159.7002315704455	41.92131078724194	6707.4097259587115	arp
158	6636	1	42	0.9992295483685913	157.87826864223743	41.96764103148084	6630.887282973972	158	6636	1	42	0.9992295483685913	157.87826864223743	41.96764103148084	6630.887282973972	arp
161	6762	1	42	0.9993683515787041	160.89830460417136	41.973470766305574	6757.728793375197	161	6762	1	42	0.9993683515787041	160.89830460417136	41.973470766305574	6757.728793375197	arp
159	6678	1	42	0.9970466357701282	158.5304150874504	41.875958702345386	6658.277433672916	159	6678	1	42	0.9970466357701282	158.5304150874504	41.875958702345386	6658.277433672916	arp
162	6804	1	42	0.9968928384596863	161.4966398304692	41.86949921530683	6782.858872879707	162	6804	1	42	0.9968928384596863	161.4966398304692	41.86949921530683	6782.858872879707	arp
160	6720	1	42	0.997770048038884	159.64320768622144	41.90634201763313	6705.014722821301	160	6720	1	42	0.997770048038884	159.64320768622144	41.90634201763313	6705.014722821301	arp
163	6846	1	42	0.997752009275519	162.6335775119096	41.9055843895718	6830.610255500203	163	6846	1	42	0.997752009275519	162.6335775119096	41.9055843895718	6830.610255500203	arp
161	6762	1	42	0.9987396409703122	160.79708219622026	41.947064920753114	6753.477452241251	161	6762	1	42	0.9987396409703122	160.79708219622026	41.947064920753114	6753.477452241251	arp
164	6888	1	42	0.9986219349480916	163.77399733148704	41.94212126781985	6878.507887922455	164	6888	1	42	0.9986219349480916	163.77399733148704	41.94212126781985	6878.507887922455	arp
162	6804	1	42	0.9980048488003752	161.67678550566077	41.91620364961576	6790.424991237753	162	6804	1	42	0.9980048488003752	161.67678550566077	41.91620364961576	6790.424991237753	arp
165	6930	1	42	0.9982708840435561	164.71469586718675	41.92737712982936	6918.017226421844	165	6930	1	42	0.9982708840435561	164.71469586718675	41.92737712982936	6918.017226421844	arp
163	6846	1	42	0.9961598138736432	162.37404966140383	41.838712182693016	6819.710085778961	163	6846	1	42	0.9961598138736432	162.37404966140383	41.838712182693016	6819.710085778961	arp
166	6972	1	42	0.9959951737866611	165.33519884858575	41.83179729903977	6944.078351640602	166	6972	1	42	0.9959951737866611	165.33519884858575	41.83179729903977	6944.078351640602	arp
164	6888	1	42	0.9991797981155129	163.8654868909441	41.96555152085154	6882.350449419653	164	6888	1	42	0.9991797981155129	163.8654868909441	41.96555152085154	6882.350449419653	arp
167	7014	1	42	0.9991895573439398	166.86465607643794	41.96596140844547	7008.3155552103935	167	7014	1	42	0.9991895573439398	166.86465607643794	41.96596140844547	7008.3155552103935	arp
165	6930	1	42	0.9966801123975976	164.4522185456036	41.8605647206991	6906.993178915352	165	6930	1	42	0.9966801123975976	164.4522185456036	41.8605647206991	6906.993178915352	arp
168	7056	1	42	0.9968362131905573	167.46848381601362	41.867120954003404	7033.676320272572	168	7056	1	42	0.9968362131905573	167.46848381601362	41.867120954003404	7033.676320272572	arp
166	6972	1	42	0.9967971241849326	165.46832261469882	41.865479215767174	6949.66954981735	166	6972	1	42	0.9967971241849326	165.46832261469882	41.865479215767174	6949.66954981735	arp
169	7098	1	42	0.9966045667507961	168.42617178088454	41.85739180353344	7073.899214797151	169	7098	1	42	0.9966045667507961	168.42617178088454	41.85739180353344	7073.899214797151	arp
167	7014	1	42	0.998255203034057	166.70861890668752	41.926718527430396	7001.761994080875	167	7014	1	42	0.998255203034057	166.70861890668752	41.926718527430396	7001.761994080875	arp
170	7140	1	42	0.9982739727853205	169.70657537350448	41.92750685698346	7127.676165687189	170	7140	1	42	0.9982739727853205	169.70657537350448	41.92750685698346	7127.676165687189	arp
168	7056	1	42	0.9988692685872906	167.81003712266482	41.952509280666206	7048.021559151923	168	7056	1	42	0.9988692685872906	167.81003712266482	41.952509280666206	7048.021559151923	arp
171	7182	1	42	0.9988423889035082	170.8020485024999	41.95138033394734	7173.686037104996	171	7182	1	42	0.9988423889035082	170.8020485024999	41.95138033394734	7173.686037104996	arp
169	7098	1	42	0.9985938798298181	168.76236569123924	41.94094295285236	7088.019359032049	169	7098	1	42	0.9985938798298181	168.76236569123924	41.94094295285236	7088.019359032049	arp
172	7224	1	42	0.9988892508825978	171.80895115180684	41.95334853706911	7215.975948375886	172	7224	1	42	0.9988892508825978	171.80895115180684	41.95334853706911	7215.975948375886	arp
170	7140	1	42	0.9958343710802547	169.2918430836433	41.8250435853707	7110.257409513019	170	7140	1	42	0.9958343710802547	169.2918430836433	41.8250435853707	7110.257409513019	arp
173	7266	1	42	0.9955200099497316	172.22496172130354	41.811840417888725	7233.448392294749	173	7266	1	42	0.9955200099497316	172.22496172130354	41.811840417888725	7233.448392294749	arp
171	7182	1	42	0.9998331348432564	170.97146605819685	41.99299166341677	7180.801574444267	171	7182	1	42	0.9998331348432564	170.97146605819685	41.99299166341677	7180.801574444267	arp
174	7308	1	42	0.9998560159126255	173.97494676879683	41.99395266833027	7306.947764289467	174	7308	1	42	0.9998560159126255	173.97494676879683	41.99395266833027	7306.947764289467	arp
172	7224	1	42	0.9962499631837024	171.3549936675968	41.8424984537155	7196.909734039066	172	7224	1	42	0.9962499631837024	171.3549936675968	41.8424984537155	7196.909734039066	arp
175	7350	1	42	0.9963166983783116	174.35542221620454	41.84530133188909	7322.927733080591	175	7350	1	42	0.9963166983783116	174.35542221620454	41.84530133188909	7322.927733080591	arp
173	7266	1	42	0.9968222355576417	172.450246751472	41.86653389342095	7242.910363561825	173	7266	1	42	0.9968222355576417	172.450246751472	41.86653389342095	7242.910363561825	arp
176	7392	1	42	0.9968241308069293	175.44104702201957	41.86661349389103	7368.523974924822	176	7392	1	42	0.9968241308069293	175.44104702201957	41.86661349389103	7368.523974924822	arp
174	7308	1	42	0.9963931471934704	173.37240761166385	41.84851218212575	7281.641119689882	174	7308	1	42	0.9963931471934704	173.37240761166385	41.84851218212575	7281.641119689882	arp
177	7434	1	42	0.9963503060098801	176.35400416374878	41.84671285241497	7406.868174877449	177	7434	1	42	0.9963503060098801	176.35400416374878	41.84671285241497	7406.868174877449	arp
175	7350	1	42	0.9984503003465519	174.72880256064659	41.93491261455518	7338.609707547156	175	7350	1	42	0.9984503003465519	174.72880256064659	41.93491261455518	7338.609707547156	arp
178	7476	1	42	0.9985850832105826	177.7481448114837	41.94057349484447	7465.422082082316	178	7476	1	42	0.9985850832105826	177.7481448114837	41.94057349484447	7465.422082082316	arp
176	7392	1	42	0.9988752156154271	175.80203794831516	41.952759055847935	7383.685593829237	176	7392	1	42	0.9988752156154271	175.80203794831516	41.952759055847935	7383.685593829237	arp
179	7518	1	42	0.9988992423300624	178.8029643770812	41.95376817786263	7509.724503837409	179	7518	1	42	0.9988992423300624	178.8029643770812	41.95376817786263	7509.724503837409	arp
177	7434	1	42	0.9973441750785227	176.52991898889852	41.88845535329795	7414.2565975337375	177	7434	1	42	0.9973441750785227	176.52991898889852	41.88845535329795	7414.2565975337375	arp
180	7560	1	42	0.9970615677739968	179.47108219931943	41.876585846507865	7537.785452371415	180	7560	1	42	0.9970615677739968	179.47108219931943	41.876585846507865	7537.785452371415	arp
178	7476	1	42	0.9973211716842187	177.52316855979095	41.887489210737186	7455.97307951122	178	7476	1	42	0.9973211716842187	177.52316855979095	41.887489210737186	7455.97307951122	arp
181	7602	1	42	0.997576877301705	180.5614147916086	41.89822884667161	7583.579421247561	181	7602	1	42	0.997576877301705	180.5614147916086	41.89822884667161	7583.579421247561	arp
179	7518	1	42	0.9971082627990989	178.4823790410387	41.87854703756216	7496.259919723626	179	7518	1	42	0.9971082627990989	178.4823790410387	41.87854703756216	7496.259919723626	arp
182	7644	1	42	0.9970805296933261	181.46865640418534	41.8773822471197	7621.6835689757845	182	7644	1	42	0.9970805296933261	181.46865640418534	41.8773822471197	7621.6835689757845	arp
180	7560	1	42	0.9964984906304095	179.3697283134737	41.8529366064772	7533.528589165896	180	7560	1	42	0.9964984906304095	179.3697283134737	41.8529366064772	7533.528589165896	arp
183	7686	1	42	0.9964288904473294	182.3464869518613	41.85001339878784	7658.552451978174	183	7686	1	42	0.9964288904473294	182.3464869518613	41.85001339878784	7658.552451978174	arp
181	7602	1	42	0.9955289889419794	180.19074699849827	41.812217535563136	7568.011373936927	181	7602	1	42	0.9955289889419794	180.19074699849827	41.812217535563136	7568.011373936927	arp
184	7728	1	42	0.9956270595334232	183.19537895414987	41.81633650040378	7694.205916074295	184	7728	1	42	0.9956270595334232	183.19537895414987	41.81633650040378	7694.205916074295	arp
